Title,Link,year,abstract,authors,abstract_source,has_microgravity,has_radiation,has_bone,has_plant,abstract_word_count
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,2020,"Spending time in a microgravity environment is known to cause significant skeletal muscle atrophy and weakness via muscle unloading, which can be partly attributed to Ca2+ dysregulation. The sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA) pump is ...",,pmc,False,False,False,False,36
Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/,2020,"The heart and its cellular components are profoundly altered by missions to space and injury on Earth. Further research, however, is needed to characterize and address the molecular substrates of such changes. For this reason, neonatal and adult ...",,pmc,False,False,False,False,39
Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,2020,"Over the past 20+ years, the U.S. Government has made significant strides in establishing research funding and initiating a portfolio consisting of subject matter experts on radiation-induced biological effects in normal tissues. Research supported ...",,pmc,False,True,False,False,35
Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,2020,"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International Space Station (ISS). ...",,pmc,False,False,False,False,34
Evaluation of in vitro macrophage differentiation during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,2020,We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126. We tested the hypothesis that the receptor ...,,pmc,False,False,False,False,37
Identification of critical host mitochondrion-associated genes during Ehrlichia chaffeensis infections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,2020,"Ehrlichia chaffeensis is an obligate intracellular bacterium that causes human monocytic ehrlichiosis (HME). To determine what host components are important for bacterial replication, we performed microarray analysis on Drosophila melanogaster S2 ...",,pmc,False,False,False,False,32
Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,2020,"Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis. In vertebrates, E. chaffeensis replicates in monocytes and macrophages. However, no clear cell or tissue ...",,pmc,False,False,False,False,32
Development and characterization of two porcine monocyte-derived macrophage cell lines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,2020,"African swine fever virus (ASFV) is a major threat to pig production and the lack of effective vaccines underscores the need to develop robust antiviral countermeasures. Pathologically, a significant elevation in pro-inflammatory cytokine production ...",,pmc,False,False,False,False,35
Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,2020,"In preparation for a space flight on STS-126, two in vitro culture systems were used to investigate macrophage colony stimulating factor-dependent macrophage differentiation from mouse primary bone marrow cells. The patented Techshot Cell Cult ...",,pmc,False,False,False,False,35
Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,2020,"Obesity is characterized by an increased recruitment of proinflammatory macrophages to the adipose tissue (AT), leading to systemic inflammation and metabolic disease. The pathogenesis of this AT inflammation, however, remains to be elucidated. The ...",,pmc,False,False,True,False,35
Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,2020,"Metabolic and immune mediators activate many of the same signal transduction pathways. Therefore, molecules that regulate metabolism often affect immune responses. Leptin is an adipokine that exemplifies this interplay. Leptin is the body’s major ...",,pmc,False,False,False,False,35
Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/,2020,"Spaceflight is known to affect immune cell populations. In particular, splenic B cell numbers decrease during spaceflight and in ground-based physiological models. Although antibody isotype changes have been assessed during and after space flight, ...",,pmc,False,False,False,False,35
Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,2020,Antibody specificity and diversity are generated through the enzymatic splicing of genomic gene segments within each B cell. Antibodies are heterodimers of heavy- and light-chains encoded on separate loci. We studied the antibody repertoire from ...,,pmc,False,False,False,False,36
Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,2020,"Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations. B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins (Ig), that ...",,pmc,False,False,False,False,33
A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,2020,"Sequencing antibody repertoires has steadily become cheaper and easier. Sequencing methods usually rely on some form of amplification, often a massively multiplexed PCR prior to sequencing. To eliminate potential biases and create a data set that ...",,pmc,False,False,False,False,37
Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,2020,"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene ...",,pmc,False,False,True,False,36
Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,2020,"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene ...",,cache,False,False,True,False,36
An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/,2020,Ab repertoire diversity plays a critical role in the host’s ability to fight pathogens. CDR3 is partially responsible for Ab–Ag binding and is a significant source of diversity in the repertoire. CDR3 diversity is generated during VDJ rearrangement ...,,pmc,False,False,False,False,39
Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/,2020,"Ovarian steroids dramatically impact normal homeostatic and metabolic processes of most tissues within the body, including muscle, bone, neural, immune, cardiovascular, and reproductive systems. Determining the effects of spaceflight on the ovary ...",,pmc,False,False,False,False,33
Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/,2020,"Abundant populations of bacteria have been observed on Mir and the International Space Station. While some experiments have shown that bacteria cultured during spaceflight exhibit a range of potentially troublesome characteristics, including ...",,pmc,False,False,False,False,33
Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,2020,"Understanding the effects of spaceflight on microbial communities is crucial for the success of long-term, manned space missions. Surface-associated bacterial communities, known as biofilms, were abundant on the Mir space station and continue to be ...",,pmc,False,False,False,False,36
GeneLab: Omics database for spaceflight experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,2020,"With the development of transcriptomic technologies, we are able to quantify precise changes in gene expression profiles from astronauts and other organisms exposed to spaceflight. Members of NASA GeneLab and GeneLab-associated analysis working ...",,pmc,False,False,False,False,34
